"No.";"Name";"Time (ms)";"Timegap (ms)";"Duration";"Gaze X";"Gaze Y";"Pupil Diameter Left (mm)";"Pupil Diameter Right (mm)";"AOI"
"1";"P4";"0";"0";"0";"988";"182";"3,98";"3,96";"-"
"2";"P4";"23";"23";"23";"1003";"187";"4,09";"4,07";"-"
"3";"P4";"47";"23";"23";"1004";"166";"3,99";"3,98";"-"
"4";"P4";"70";"23";"23";"994";"178";"4,12";"3,98";"-"
"5";"P4";"94";"23";"23";"997";"177";"4,06";"3,98";"-"
"6";"P4";"117";"23";"23";"999";"182";"4,11";"3,98";"-"
"7";"P4";"141";"23";"23";"1008";"172";"4,09";"4,06";"-"
"8";"P4";"164";"23";"23";"993";"172";"4,11";"3,98";"-"
"9";"P4";"188";"23";"23";"998";"172";"4,11";"3,99";"-"
"10";"P4";"211";"23";"23";"1005";"183";"4,22";"4,11";"-"
"11";"P4";"235";"23";"23";"1005";"187";"4,24";"4,07";"-"
"12";"P4";"258";"23";"23";"997";"180";"4,11";"4,11";"-"
"13";"P4";"282";"23";"23";"851";"195";"4,27";"4,32";"-"
"14";"P4";"305";"23";"23";"605";"131";"4,07";"4,19";"-"
"15";"P4";"329";"23";"23";"610";"128";"4,11";"4,11";"-"
"16";"P4";"352";"23";"23";"603";"129";"4,11";"4,17";"-"
"17";"P4";"376";"23";"23";"605";"115";"4,11";"4,15";"-"
"18";"P4";"399";"23";"23";"605";"118";"4,04";"4,24";"-"
"19";"P4";"423";"23";"23";"612";"124";"4,14";"4,19";"-"
"20";"P4";"446";"23";"23";"441";"147";"4,07";"4,15";"-"
"21";"P4";"470";"23";"23";"243";"85";"3,83";"3,98";"-"
"22";"P4";"493";"23";"23";"265";"104";"3,85";"4,04";"-"
"23";"P4";"517";"23";"23";"255";"89";"3,72";"3,98";"-"
"24";"P4";"540";"23";"23";"260";"88";"3,79";"3,85";"-"
"25";"P4";"564";"23";"23";"263";"85";"3,71";"3,83";"-"
