"No.";"Name";"Time (ms)";"Timegap (ms)";"Duration";"Gaze X";"Gaze Y";"Pupil Diameter Left (mm)";"Pupil Diameter Right (mm)";"AOI"
"1";"P3";"0";"0";"282";"624";"140";"0";"2,34";"-"
"2";"P3";"470";"470";"634";"321";"53";"2,39";"2,65";"-"
"3";"P3";"1198";"728";"751";"663";"103";"0";"2,39";"-"
"4";"P3";"1972";"775";"751";"908";"79";"0";"2,5";"-"
"5";"P3";"2747";"775";"869";"1142";"39";"0";"2,42";"-"
"6";"P3";"3687";"939";"845";"1474";"35";"2,36";"0";"-"
"7";"P3";"4602";"916";"657";"275";"168";"0";"2,39";"-"
"8";"P3";"5307";"704";"1080";"627";"153";"0";"2,33";"-"
"9";"P3";"6410";"1104";"704";"981";"147";"0";"2,42";"-"
"10";"P3";"7138";"728";"540";"1218";"154";"0";"2,45";"-"
"11";"P3";"7725";"587";"282";"1440";"136";"2,21";"0";"-"
"12";"P3";"8078";"352";"1033";"335";"230";"0";"2,33";"-"
"13";"P3";"9134";"1057";"305";"629";"252";"2,18";"2,42";"-"
"14";"P3";"9463";"329";"517";"930";"221";"0";"2,33";"-"
"15";"P3";"10003";"540";"446";"1252";"233";"2,31";"0";"-"
"16";"P3";"10473";"470";"211";"1524";"223";"2,17";"0";"-"
"17";"P3";"10731";"258";"164";"445";"326";"2,28";"2,37";"-"
"18";"P3";"10919";"188";"446";"354";"315";"2,23";"2,53";"-"
"19";"P3";"11388";"470";"423";"799";"320";"2,28";"2,41";"-"
"20";"P3";"11835";"446";"540";"1142";"289";"2,28";"0";"-"
"21";"P3";"12398";"564";"517";"1398";"283";"2,31";"2,13";"-"
"22";"P3";"12962";"564";"399";"407";"377";"2,17";"2,47";"-"
"23";"P3";"13384";"423";"399";"348";"359";"0";"2,23";"-"
"24";"P3";"13807";"423";"728";"812";"357";"2,13";"2,23";"-"
"25";"P3";"14558";"751";"1033";"1205";"364";"2,12";"2,21";"-"
"26";"P3";"15615";"1057";"399";"1446";"361";"0";"2,26";"-"
"27";"P3";"16061";"446";"775";"391";"450";"0";"2,47";"-"
"28";"P3";"16860";"798";"939";"567";"479";"0";"2,53";"-"
"29";"P3";"17822";"963";"634";"935";"446";"2,34";"2,29";"-"
"30";"P3";"18480";"657";"916";"1264";"442";"2,28";"2,47";"-"
"31";"P3";"19443";"963";"1057";"362";"507";"2,21";"2,47";"-"
"32";"P3";"20523";"1080";"822";"745";"530";"2,18";"0";"-"
"33";"P3";"21368";"845";"564";"1123";"534";"2,33";"2,42";"-"
"34";"P3";"21955";"587";"892";"1468";"517";"2,21";"2,37";"-"
"35";"P3";"22894";"939";"892";"371";"607";"0";"2,36";"-"
"36";"P3";"23810";"916";"470";"678";"626";"2,25";"2,33";"-"
"37";"P3";"24303";"493";"963";"1088";"627";"2,26";"2,49";"-"
"38";"P3";"25289";"986";"587";"1255";"681";"0";"2,34";"-"
"39";"P3";"25900";"611";"892";"1432";"603";"2,18";"2,33";"-"
"40";"P3";"26863";"963";"869";"394";"694";"2,1";"2,5";"-"
"41";"P3";"27778";"916";"916";"881";"684";"2,2";"2,26";"-"
"42";"P3";"28741";"963";"751";"1259";"677";"0";"2,18";"-"
"43";"P3";"29563";"822";"587";"427";"787";"0";"2,26";"-"
"1";"P4";"0";"0";"329";"929";"179";"4,36";"4,19";"-"
"2";"P4";"470";"470";"704";"420";"118";"4,22";"4,17";"-"
"3";"P4";"1338";"869";"704";"888";"152";"4,15";"4,07";"-"
"4";"P4";"2066";"728";"775";"1349";"116";"4,27";"4,2";"-"
"5";"P4";"3076";"1010";"423";"274";"244";"4,17";"4,11";"-"
"6";"P4";"3522";"446";"916";"599";"218";"4,24";"4,11";"-"
"7";"P4";"4461";"939";"822";"1042";"225";"4,32";"4,09";"-"
"8";"P4";"5307";"845";"751";"1371";"190";"4,15";"3,87";"-"
"9";"P4";"6129";"822";"446";"329";"262";"3,53";"3,83";"-"
"10";"P4";"6598";"470";"564";"751";"286";"4,01";"4,06";"-"
"11";"P4";"7185";"587";"423";"1085";"284";"3,96";"3,96";"-"
"12";"P4";"7631";"446";"423";"1444";"270";"3,98";"3,9";"-"
"13";"P4";"8195";"564";"657";"384";"373";"3,75";"3,98";"-"
"14";"P4";"8876";"681";"399";"748";"356";"4,07";"4,15";"-"
"15";"P4";"9299";"423";"517";"1127";"358";"4,03";"4,09";"-"
"16";"P4";"9839";"540";"470";"1328";"355";"4,07";"3,93";"-"
"17";"P4";"10355";"517";"611";"387";"408";"4,09";"4,11";"-"
"18";"P4";"11060";"704";"352";"1400";"390";"4,11";"3,96";"-"
"19";"P4";"11482";"423";"869";"400";"414";"4,17";"4,11";"-"
"20";"P4";"12516";"1033";"611";"772";"442";"4,03";"4,01";"-"
"21";"P4";"13150";"634";"657";"1273";"407";"3,98";"3,88";"-"
"22";"P4";"13948";"798";"329";"299";"542";"3,72";"3,85";"-"
"23";"P4";"14300";"352";"352";"635";"493";"3,85";"3,99";"-"
"24";"P4";"14676";"376";"470";"1027";"489";"3,91";"3,85";"-"
"25";"P4";"15169";"493";"376";"1200";"493";"3,9";"3,72";"-"
"26";"P4";"15568";"399";"188";"446";"540";"3,96";"4,06";"-"
"27";"P4";"15779";"211";"329";"379";"559";"3,87";"3,85";"-"
"28";"P4";"16249";"470";"587";"623";"584";"3,8";"3,85";"-"
"29";"P4";"16860";"611";"587";"1006";"560";"3,83";"3,82";"-"
"30";"P4";"17470";"611";"611";"1369";"539";"3,59";"3,56";"-"
"31";"P4";"18128";"657";"188";"433";"603";"3,45";"3,55";"-"
"32";"P4";"18339";"211";"305";"320";"625";"3,56";"3,71";"-"
"33";"P4";"18668";"329";"751";"769";"642";"3,77";"3,85";"-"
"34";"P4";"19443";"775";"540";"1222";"643";"4,04";"3,96";"-"
"35";"P4";"20006";"564";"188";"1447";"622";"3,72";"3,69";"-"
"36";"P4";"20382";"376";"376";"317";"787";"3,58";"3,75";"-"
"37";"P4";"20781";"399";"376";"587";"709";"3,93";"3,91";"-"
"38";"P4";"21180";"399";"963";"871";"707";"3,95";"3,85";"-"
"39";"P4";"22166";"986";"728";"1244";"702";"3,93";"3,8";"-"
"40";"P4";"23059";"892";"446";"361";"849";"3,59";"3,83";"-"
"41";"P4";"23528";"470";"869";"662";"780";"3,93";"3,79";"-"
"42";"P4";"24585";"1057";"235";"705";"136";"3,85";"3,87";"-"
