"No.";"Name";"Time (ms)";"Timegap (ms)";"Duration";"Gaze X";"Gaze Y";"Pupil Diameter Left (mm)";"Pupil Diameter Right (mm)";"AOI"
"1";"P8";"0";"0";"0";"787";"172";"2,86";"2,68";"-"
"2";"P8";"23";"23";"23";"788";"162";"2,86";"2,68";"-"
"3";"P8";"47";"23";"23";"786";"175";"2,87";"2,69";"-"
"4";"P8";"70";"23";"23";"781";"161";"2,87";"2,63";"-"
"5";"P8";"94";"23";"23";"790";"166";"2,87";"2,65";"-"
"6";"P8";"117";"23";"23";"786";"173";"2,87";"2,66";"-"
"7";"P8";"141";"23";"23";"781";"174";"2,89";"2,68";"-"
"8";"P8";"164";"23";"23";"788";"195";"2,92";"2,81";"-"
"9";"P8";"188";"23";"23";"783";"169";"2,86";"2,84";"-"
"10";"P8";"211";"23";"23";"778";"166";"2,89";"2,79";"-"
"11";"P8";"235";"23";"23";"785";"175";"2,92";"2,81";"-"
"12";"P8";"258";"23";"23";"793";"167";"2,94";"2,81";"-"
"13";"P8";"282";"23";"23";"787";"184";"2,95";"2,89";"-"
"14";"P8";"305";"23";"23";"662";"183";"3,08";"2,87";"-"
"15";"P8";"329";"23";"23";"354";"119";"2,95";"3";"-"
"16";"P8";"352";"23";"23";"369";"131";"3,03";"2,95";"-"
"17";"P8";"376";"23";"23";"367";"149";"3,05";"3,03";"-"
"18";"P8";"399";"23";"23";"375";"146";"3,1";"3,02";"-"
"19";"P8";"423";"23";"23";"367";"159";"3,13";"3,05";"-"
"20";"P8";"446";"23";"23";"330";"155";"3,14";"3,05";"-"
"21";"P8";"470";"23";"23";"184";"110";"2,97";"2,95";"-"
"22";"P8";"493";"23";"23";"197";"123";"3,03";"2,98";"-"
"23";"P8";"517";"23";"23";"183";"95";"2,94";"2,94";"-"
"24";"P8";"540";"23";"23";"174";"76";"2,92";"2,87";"-"
"25";"P8";"564";"23";"23";"190";"115";"2,9";"2,82";"-"
"26";"P8";"587";"23";"23";"188";"108";"2,9";"2,81";"-"
"27";"P8";"611";"23";"23";"183";"90";"2,82";"2,79";"-"
"28";"P8";"634";"23";"23";"174";"94";"2,84";"2,81";"-"
"29";"P8";"657";"23";"23";"198";"108";"2,89";"2,74";"-"
"30";"P8";"681";"23";"23";"191";"122";"2,9";"2,78";"-"
"31";"P8";"704";"23";"23";"183";"110";"2,82";"2,86";"-"
"32";"P8";"728";"23";"23";"190";"117";"2,94";"2,79";"-"
"33";"P8";"751";"23";"23";"189";"82";"2,81";"2,76";"-"
"34";"P8";"775";"23";"23";"195";"88";"2,84";"2,81";"-"
"35";"P8";"798";"23";"23";"188";"126";"2,87";"2,79";"-"
"36";"P8";"822";"23";"23";"202";"138";"2,9";"2,79";"-"
"37";"P8";"845";"23";"23";"360";"135";"2,94";"2,76";"-"
"38";"P8";"869";"23";"23";"353";"114";"2,92";"2,78";"-"
"39";"P8";"892";"23";"23";"353";"124";"2,92";"2,74";"-"
"40";"P8";"916";"23";"23";"349";"126";"2,94";"2,76";"-"
"41";"P8";"939";"23";"23";"350";"104";"2,87";"2,74";"-"
"42";"P8";"963";"23";"23";"368";"144";"2,89";"2,73";"-"
"43";"P8";"986";"23";"23";"349";"306";"0";"2,74";"-"
"44";"P8";"1010";"23";"23";"299";"728";"0";"2,61";"-"
"45";"P8";"1033";"23";"23";"348";"371";"0";"2,76";"-"
"46";"P8";"1057";"23";"23";"381";"179";"0";"2,82";"-"
"47";"P8";"1080";"23";"23";"378";"126";"0";"2,78";"-"
"48";"P8";"1104";"23";"23";"390";"145";"0";"2,79";"-"
"49";"P8";"1127";"23";"23";"346";"22";"3,1";"2,82";"-"
"50";"P8";"1151";"23";"23";"388";"94";"2,94";"2,76";"-"
"51";"P8";"1174";"23";"23";"385";"110";"2,94";"2,79";"-"
"52";"P8";"1198";"23";"23";"393";"135";"3,03";"2,82";"-"
"53";"P8";"1221";"23";"23";"398";"129";"2,98";"2,84";"-"
"54";"P8";"1245";"23";"23";"399";"104";"2,95";"2,84";"-"
"55";"P8";"1268";"23";"23";"387";"105";"2,98";"2,89";"-"
"56";"P8";"1291";"23";"23";"393";"126";"3,05";"2,89";"-"
"57";"P8";"1315";"23";"23";"425";"110";"3,06";"2,81";"-"
"58";"P8";"1338";"23";"23";"430";"153";"3,11";"2,92";"-"
"59";"P8";"1362";"23";"23";"418";"140";"3,08";"2,92";"-"
"60";"P8";"1385";"23";"23";"428";"158";"3,11";"2,84";"-"
"61";"P8";"1409";"23";"23";"425";"141";"3,08";"2,9";"-"
"62";"P8";"1432";"23";"23";"436";"159";"3,14";"2,9";"-"
"63";"P8";"1456";"23";"23";"424";"133";"3,11";"2,94";"-"
"64";"P8";"1479";"23";"23";"434";"159";"3,16";"3,03";"-"
"65";"P8";"1503";"23";"23";"397";"137";"3,18";"2,97";"-"
"66";"P8";"1526";"23";"23";"380";"134";"3,18";"3";"-"
"67";"P8";"1550";"23";"23";"395";"131";"3,18";"2,95";"-"
"68";"P8";"1573";"23";"23";"400";"145";"3,16";"2,95";"-"
"69";"P8";"1597";"23";"23";"405";"160";"3,21";"3,03";"-"
"70";"P8";"1620";"23";"23";"388";"135";"3,19";"3,06";"-"
"71";"P8";"1644";"23";"23";"392";"138";"3,26";"3,03";"-"
"72";"P8";"1667";"23";"23";"390";"140";"3,22";"3,06";"-"
"73";"P8";"1691";"23";"23";"394";"140";"3,19";"3";"-"
"74";"P8";"1714";"23";"23";"400";"140";"3,18";"3,1";"-"
"75";"P8";"1738";"23";"23";"478";"144";"3,19";"3,14";"-"
"76";"P8";"1761";"23";"23";"476";"155";"3,22";"3,13";"-"
"77";"P8";"1785";"23";"23";"454";"140";"3,32";"3,03";"-"
"78";"P8";"1808";"23";"23";"458";"147";"3,26";"3,1";"-"
"79";"P8";"1832";"23";"23";"464";"150";"3,21";"3,05";"-"
"80";"P8";"1855";"23";"23";"470";"164";"3,24";"3,05";"-"
"81";"P8";"1879";"23";"23";"450";"134";"3,18";"3,06";"-"
"82";"P8";"1902";"23";"23";"468";"133";"3,21";"2,98";"-"
"83";"P8";"1925";"23";"23";"464";"129";"3,26";"3";"-"
"84";"P8";"1949";"23";"23";"457";"119";"3,19";"3";"-"
"85";"P8";"1972";"23";"23";"463";"140";"3,19";"3,02";"-"
"86";"P8";"1996";"23";"23";"524";"186";"3,29";"3,06";"-"
"87";"P8";"2019";"23";"23";"631";"166";"3,26";"2,98";"-"
"88";"P8";"2043";"23";"23";"619";"172";"3,32";"3";"-"
"89";"P8";"2066";"23";"23";"610";"180";"3,21";"3,1";"-"
"90";"P8";"2090";"23";"23";"619";"154";"3,21";"3,06";"-"
"91";"P8";"2113";"23";"23";"627";"158";"3,22";"3,06";"-"
"92";"P8";"2137";"23";"23";"613";"146";"3,22";"2,97";"-"
"93";"P8";"2160";"23";"23";"614";"159";"3,22";"3,06";"-"
"94";"P8";"2184";"23";"23";"622";"165";"3,27";"3,08";"-"
"95";"P8";"2207";"23";"23";"615";"153";"3,22";"3,03";"-"
"96";"P8";"2231";"23";"23";"620";"152";"3,22";"3,03";"-"
"97";"P8";"2254";"23";"23";"621";"140";"3,21";"3,05";"-"
"98";"P8";"2278";"23";"23";"622";"136";"3,26";"3,02";"-"
"99";"P8";"2301";"23";"23";"754";"158";"3,21";"3,11";"-"
"100";"P8";"2325";"23";"23";"758";"170";"3,21";"3,1";"-"
"101";"P8";"2348";"23";"23";"751";"155";"3,21";"2,97";"-"
"102";"P8";"2372";"23";"23";"762";"160";"3,21";"3,02";"-"
"103";"P8";"2395";"23";"23";"768";"168";"3,19";"3,05";"-"
"104";"P8";"2419";"23";"23";"767";"149";"3,21";"3,02";"-"
"105";"P8";"2442";"23";"23";"768";"150";"3,21";"3";"-"
"106";"P8";"2466";"23";"23";"763";"155";"3,26";"2,95";"-"
"107";"P8";"2489";"23";"23";"782";"149";"3,21";"2,95";"-"
"108";"P8";"2513";"23";"23";"764";"179";"3,22";"3,06";"-"
"109";"P8";"2536";"23";"23";"771";"170";"3,29";"3";"-"
"110";"P8";"2559";"23";"23";"762";"169";"3,29";"3,03";"-"
"111";"P8";"2583";"23";"23";"710";"163";"3,21";"2,95";"-"
"112";"P8";"2606";"23";"23";"735";"165";"3,3";"2,98";"-"
"113";"P8";"2630";"23";"23";"717";"177";"3,26";"3,06";"-"
"114";"P8";"2653";"23";"23";"719";"173";"3,3";"3,06";"-"
"115";"P8";"2677";"23";"23";"723";"190";"3,27";"3,06";"-"
"116";"P8";"2700";"23";"23";"730";"200";"3,37";"3,08";"-"
"117";"P8";"2724";"23";"23";"713";"178";"3,3";"3,13";"-"
"118";"P8";"2747";"23";"23";"720";"183";"3,3";"3,05";"-"
"119";"P8";"2771";"23";"23";"721";"163";"3,34";"3,03";"-"
"120";"P8";"2794";"23";"23";"728";"171";"3,35";"3,11";"-"
"121";"P8";"2818";"23";"23";"718";"150";"3,27";"3,05";"-"
"122";"P8";"2841";"23";"23";"762";"155";"3,29";"3,1";"-"
"123";"P8";"2865";"23";"23";"835";"189";"3,3";"3,14";"-"
"124";"P8";"2888";"23";"23";"833";"177";"3,32";"3,16";"-"
"125";"P8";"2912";"23";"23";"828";"174";"3,38";"3,13";"-"
"126";"P8";"2935";"23";"23";"834";"166";"3,32";"3,11";"-"
"127";"P8";"2959";"23";"23";"838";"179";"3,34";"3,13";"-"
"128";"P8";"2982";"23";"23";"838";"194";"3,32";"3,16";"-"
"129";"P8";"3006";"23";"23";"900";"164";"3,35";"3,1";"-"
"130";"P8";"3029";"23";"23";"931";"176";"3,34";"3,16";"-"
"131";"P8";"3053";"23";"23";"929";"179";"3,4";"3,14";"-"
"132";"P8";"3076";"23";"23";"945";"157";"3,34";"3,06";"-"
"133";"P8";"3100";"23";"23";"938";"197";"3,37";"3,16";"-"
"134";"P8";"3123";"23";"23";"943";"166";"3,37";"3,18";"-"
"135";"P8";"3146";"23";"23";"943";"185";"3,37";"3,11";"-"
"136";"P8";"3170";"23";"23";"945";"169";"3,45";"3,11";"-"
"137";"P8";"3193";"23";"23";"939";"161";"3,34";"3,08";"-"
"138";"P8";"3217";"23";"23";"943";"179";"3,38";"3,08";"-"
"139";"P8";"3240";"23";"23";"987";"178";"3,32";"3,11";"-"
"140";"P8";"3264";"23";"23";"1072";"162";"3,38";"3,08";"-"
"141";"P8";"3287";"23";"23";"1056";"166";"3,34";"3,08";"-"
"142";"P8";"3311";"23";"23";"1065";"158";"3,3";"3,1";"-"
