"No.";"Name";"Time (ms)";"Timegap (ms)";"Duration";"Gaze X";"Gaze Y";"Pupil Diameter Left (mm)";"Pupil Diameter Right (mm)";"AOI"
"1";"P1a";"0";"0";"329";"530";"164";"3,55";"3,88";"-"
"2";"P1a";"352";"352";"681";"328";"132";"3,55";"4,14";"-"
"3";"P1a";"1057";"704";"564";"676";"133";"3,69";"3,87";"-"
"4";"P1a";"1644";"587";"329";"1067";"145";"3,87";"3,85";"-"
"5";"P1a";"1996";"352";"399";"1428";"117";"3,91";"3,9";"-"
"6";"P1a";"2466";"470";"611";"293";"219";"3,98";"4,64";"-"
"7";"P1a";"3100";"634";"352";"607";"211";"3,66";"4,06";"-"
"8";"P1a";"3475";"376";"399";"931";"238";"3,96";"4,07";"-"
"9";"P1a";"3898";"423";"657";"1363";"212";"3,96";"4,03";"-"
"10";"P1a";"4673";"775";"657";"286";"261";"3,83";"4,49";"-"
"11";"P1a";"5354";"681";"399";"682";"309";"3,59";"4,06";"-"
"12";"P1a";"5776";"423";"446";"1090";"324";"3,85";"4,14";"-"
"13";"P1a";"6246";"470";"564";"1449";"290";"3,85";"4,01";"-"
"14";"P1a";"6880";"634";"611";"355";"352";"3,77";"4,38";"-"
"15";"P1a";"7514";"634";"329";"670";"400";"3,59";"3,99";"-"
"16";"P1a";"7866";"352";"352";"1078";"382";"3,72";"3,88";"-"
"17";"P1a";"8242";"376";"423";"1400";"367";"3,74";"3,8";"-"
"18";"P1a";"8712";"470";"540";"291";"414";"3,58";"4,19";"-"
"19";"P1a";"9369";"657";"470";"629";"458";"3,58";"3,91";"-"
"20";"P1a";"9862";"493";"399";"1015";"440";"3,71";"3,8";"-"
"21";"P1a";"10285";"423";"423";"1353";"419";"3,61";"3,67";"-"
"22";"P1a";"10778";"493";"657";"289";"492";"3,43";"4,28";"-"
"23";"P1a";"11600";"822";"117";"562";"587";"0";"4,11";"-"
"24";"P1a";"11741";"141";"611";"790";"515";"3,71";"3,96";"-"
"25";"P1a";"12375";"634";"352";"1245";"488";"3,75";"3,87";"-"
"26";"P1a";"12750";"376";"235";"1403";"485";"3,53";"3,56";"-"
"27";"P1a";"13032";"282";"540";"326";"544";"3,59";"4,12";"-"
"28";"P1a";"13596";"564";"211";"731";"567";"3,56";"3,98";"-"
"29";"P1a";"13830";"235";"352";"1058";"570";"3,59";"3,9";"-"
"30";"P1a";"14206";"376";"399";"1361";"553";"3,72";"3,71";"-"
"31";"P1a";"14652";"446";"822";"376";"621";"3,67";"4,15";"-"
"32";"P1a";"15498";"845";"681";"872";"626";"3,61";"3,82";"-"
"33";"P1a";"16202";"704";"634";"1308";"602";"3,51";"3,64";"-"
"34";"P1a";"16860";"657";"211";"1602";"588";"3,88";"3,5";"-"
"35";"P1a";"17141";"282";"634";"308";"655";"3,3";"3,99";"-"
"36";"P1a";"18010";"869";"611";"712";"672";"3,5";"3,77";"-"
"37";"P1a";"18644";"634";"329";"1084";"687";"3,56";"3,74";"-"
"38";"P1a";"18996";"352";"329";"1394";"689";"3,71";"3,63";"-"
"39";"P1a";"19372";"376";"493";"417";"772";"3,53";"4,24";"-"
"40";"P1a";"19889";"517";"399";"833";"772";"3,53";"3,95";"-"
"41";"P1a";"20311";"423";"986";"1043";"781";"3,75";"3,79";"-"
"1";"P2";"0";"0";"282";"771";"189";"2,87";"2,78";"-"
"2";"P2";"305";"305";"939";"344";"110";"2,98";"3,05";"-"
"3";"P2";"1268";"963";"681";"714";"188";"2,95";"3";"-"
"4";"P2";"1972";"704";"728";"1006";"142";"3";"2,98";"-"
"5";"P2";"2724";"751";"916";"1395";"125";"3,16";"2,92";"-"
"6";"P2";"3687";"963";"916";"377";"197";"3,27";"0";"-"
"7";"P2";"4626";"939";"657";"619";"240";"2,95";"3,08";"-"
"8";"P2";"5307";"681";"798";"1045";"246";"3,1";"3,05";"-"
"9";"P2";"6129";"822";"1221";"1339";"222";"3,18";"3,06";"-"
"10";"P2";"7538";"1409";"470";"342";"274";"3,13";"3,37";"-"
"11";"P2";"8031";"493";"587";"687";"299";"3,05";"3,02";"-"
"12";"P2";"8641";"611";"164";"962";"305";"2,97";"2,65";"-"
"13";"P2";"8829";"188";"611";"616";"293";"2,86";"2,86";"-"
"14";"P2";"9463";"634";"704";"1137";"294";"3,03";"2,9";"-"
"15";"P2";"10191";"728";"587";"1476";"284";"3,11";"2,82";"-"
"16";"P2";"10895";"704";"1198";"337";"348";"2,9";"2,97";"-"
