"No.";"Name";"Time (ms)";"Timegap (ms)";"Duration";"Gaze X";"Gaze Y";"Pupil Diameter Left (mm)";"Pupil Diameter Right (mm)";"AOI"
"1";"P5";"0";"0";"329";"582";"175";"3,1";"3,03";"-"
"2";"P5";"352";"352";"704";"336";"105";"3,02";"3,22";"-"
"3";"P5";"1080";"728";"376";"772";"168";"2,81";"2,95";"-"
"4";"P5";"1479";"399";"352";"1078";"127";"3,03";"0";"-"
"5";"P5";"1855";"376";"258";"1455";"100";"3,05";"3,05";"-"
"6";"P5";"2160";"305";"775";"385";"177";"2,95";"0";"-"
"7";"P5";"2959";"798";"470";"334";"173";"2,89";"3,16";"-"
"8";"P5";"3452";"493";"399";"893";"217";"2,94";"3,06";"-"
"9";"P5";"4015";"564";"587";"1229";"210";"3,14";"0";"-"
"10";"P5";"4626";"611";"188";"1439";"193";"2,87";"3,03";"-"
"11";"P5";"4955";"329";"540";"382";"256";"2,92";"3,05";"-"
"12";"P5";"5518";"564";"305";"624";"270";"3";"3,05";"-"
"13";"P5";"5964";"446";"258";"885";"353";"2,86";"0";"-"
"14";"P5";"6246";"282";"376";"1083";"276";"2,94";"0";"-"
"15";"P5";"6645";"399";"376";"1424";"242";"3,16";"3,1";"-"
"16";"P5";"7162";"517";"117";"453";"301";"2,89";"3,08";"-"
"17";"P5";"7303";"141";"564";"357";"329";"2,87";"3,24";"-"
"18";"P5";"7890";"587";"423";"649";"341";"2,97";"3,14";"-"
"19";"P5";"8336";"446";"352";"1052";"407";"2,94";"3,02";"-"
"20";"P5";"8712";"376";"493";"1325";"307";"2,81";"2,9";"-"
"21";"P5";"9228";"517";"141";"1520";"313";"3";"2,87";"-"
"22";"P5";"9416";"188";"822";"383";"396";"3,02";"3,16";"-"
"23";"P5";"10402";"986";"423";"815";"452";"2,9";"0";"-"
"24";"P5";"10848";"446";"540";"1150";"402";"3,08";"2,97";"-"
"25";"P5";"11412";"564";"352";"1401";"407";"2,92";"3,06";"-"
"26";"P5";"11788";"376";"117";"694";"463";"2,98";"3,32";"-"
"27";"P5";"11929";"141";"564";"346";"468";"2,86";"3,16";"-"
"28";"P5";"12516";"587";"423";"828";"487";"2,71";"2,89";"-"
"29";"P5";"12962";"446";"446";"1098";"473";"2,68";"0";"-"
"30";"P5";"13431";"470";"423";"1487";"439";"2,65";"2,66";"-"
"31";"P5";"13877";"446";"117";"730";"530";"2,63";"0";"-"
"32";"P5";"14018";"141";"564";"330";"530";"2,71";"2,87";"-"
"33";"P5";"14605";"587";"517";"710";"545";"2,79";"2,89";"-"
"34";"P5";"15145";"540";"258";"1042";"545";"3,02";"2,89";"-"
"35";"P5";"15592";"446";"211";"1276";"605";"2,74";"0";"-"
"36";"P5";"16249";"657";"540";"319";"595";"2,58";"2,94";"-"
"37";"P5";"16813";"564";"493";"486";"614";"2,74";"3,06";"-"
"38";"P5";"17329";"517";"728";"942";"613";"2,79";"2,95";"-"
"39";"P5";"18081";"751";"587";"1339";"606";"2,79";"2,81";"-"
"40";"P5";"18832";"751";"845";"395";"691";"2,81";"2,9";"-"
"41";"P5";"19701";"869";"329";"637";"680";"2,78";"0";"-"
"42";"P5";"20053";"352";"775";"977";"681";"2,86";"3,02";"-"
"43";"P5";"20851";"798";"611";"1304";"687";"2,74";"2,86";"-"
"44";"P5";"21603";"751";"117";"458";"738";"2,63";"2,86";"-"
"45";"P5";"21744";"141";"611";"316";"736";"2,57";"2,73";"-"
"46";"P5";"22378";"634";"446";"810";"758";"2,68";"2,89";"-"
"47";"P5";"22847";"470";"1291";"1184";"739";"2,65";"2,74";"-"
"1";"P6";"0";"0";"305";"925";"221";"0";"3,19";"-"
"2";"P6";"329";"329";"164";"367";"160";"0";"3,3";"-"
"3";"P6";"517";"188";"939";"322";"100";"0";"3,16";"-"
"4";"P6";"1479";"963";"775";"787";"139";"0";"2,9";"-"
"5";"P6";"2278";"798";"634";"1079";"128";"0";"3,02";"-"
"6";"P6";"2935";"657";"822";"1406";"73";"0";"3,03";"-"
"7";"P6";"3804";"869";"1057";"286";"193";"0";"3,21";"-"
"8";"P6";"4884";"1080";"611";"556";"227";"0";"3,06";"-"
"9";"P6";"5518";"634";"657";"842";"261";"3,4";"3,27";"-"
