"No.";"Name";"Time (ms)";"Timegap (ms)";"Duration";"Gaze X";"Gaze Y";"Pupil Diameter Left (mm)";"Pupil Diameter Right (mm)";"AOI"
"1";"P1a";"0";"0";"329";"555";"160";"3,4";"3,9";"-"
"2";"P1a";"352";"352";"939";"319";"114";"3,27";"3,69";"-"
"3";"P1a";"1315";"963";"540";"380";"128";"3,67";"3,8";"-"
"4";"P1a";"1949";"634";"845";"401";"127";"3,53";"3,93";"-"
"5";"P1a";"2818";"869";"845";"803";"151";"3,82";"4,07";"-"
"6";"P1a";"3687";"869";"399";"1177";"135";"3,82";"4,01";"-"
"7";"P1a";"4109";"423";"376";"1394";"128";"3,83";"3,87";"-"
"8";"P1a";"4532";"423";"587";"307";"176";"3,75";"4,4";"-"
"9";"P1a";"5142";"611";"164";"565";"313";"3,67";"3,9";"-"
"10";"P1a";"5401";"258";"141";"620";"331";"3,66";"4,12";"-"
"11";"P1a";"5565";"164";"211";"540";"209";"3,64";"4,19";"-"
"12";"P1a";"5800";"235";"517";"979";"256";"3,79";"3,99";"-"
"13";"P1a";"6340";"540";"399";"1341";"232";"3,85";"3,98";"-"
"14";"P1a";"6786";"446";"798";"310";"280";"3,75";"4,41";"-"
"15";"P1a";"7608";"822";"376";"645";"309";"3,71";"4,03";"-"
"16";"P1a";"8007";"399";"117";"831";"336";"3,82";"3,98";"-"
"17";"P1a";"8148";"141";"376";"530";"325";"3,67";"4,03";"-"
"18";"P1a";"8618";"470";"376";"357";"369";"3,71";"4,03";"-"
"19";"P1a";"9017";"399";"282";"661";"353";"3,8";"4,4";"-"
"20";"P1a";"9322";"305";"939";"1019";"335";"3,82";"4,03";"-"
"21";"P1a";"10285";"963";"1151";"1418";"295";"3,93";"3,95";"-"
"22";"P1a";"11529";"1245";"587";"242";"351";"3,53";"4,2";"-"
"23";"P1a";"12140";"611";"258";"197";"434";"3,43";"3,77";"-"
"24";"P1a";"12469";"329";"352";"1484";"305";"3,82";"3,74";"-"
"25";"P1a";"12891";"423";"376";"263";"364";"3,67";"4,2";"-"
"26";"P1a";"13384";"493";"352";"549";"410";"3,55";"3,88";"-"
"27";"P1a";"13760";"376";"211";"982";"400";"3,74";"3,96";"-"
"28";"P1a";"13995";"235";"728";"1365";"362";"3,59";"3,71";"-"
"29";"P1a";"14887";"892";"399";"271";"412";"3,48";"3,88";"-"
"30";"P1a";"15380";"493";"329";"531";"520";"3,46";"3,9";"-"
"31";"P1a";"15732";"352";"470";"828";"449";"3,56";"4,01";"-"
"32";"P1a";"16226";"493";"845";"1188";"415";"3,55";"3,79";"-"
"33";"P1a";"17094";"869";"352";"1429";"427";"3,58";"3,61";"-"
"34";"P1a";"17517";"423";"352";"296";"481";"3,34";"4,04";"-"
"35";"P1a";"18010";"493";"164";"417";"536";"3,53";"3,93";"-"
"36";"P1a";"18198";"188";"681";"704";"502";"3,34";"3,85";"-"
"37";"P1a";"18902";"704";"681";"1111";"496";"3,61";"3,75";"-"
"38";"P1a";"19607";"704";"540";"1435";"468";"3,59";"3,71";"-"
"39";"P1a";"20311";"704";"775";"319";"533";"3,29";"3,98";"-"
"40";"P1a";"21110";"798";"282";"597";"524";"3,42";"3,79";"-"
"41";"P1a";"21415";"305";"1057";"823";"569";"3,43";"3,75";"-"
"42";"P1a";"22495";"1080";"305";"1219";"558";"3,66";"3,79";"-"
"43";"P1a";"22941";"446";"282";"1433";"530";"3,56";"3,58";"-"
"44";"P1a";"23270";"329";"681";"295";"609";"3,5";"4,06";"-"
"45";"P1a";"23974";"704";"352";"667";"669";"3,37";"3,77";"-"
"46";"P1a";"24468";"493";"446";"948";"657";"4,41";"0";"-"
"47";"P1a";"24937";"470";"822";"1325";"600";"3,55";"3,53";"-"
"48";"P1a";"25782";"845";"211";"1512";"588";"0";"3,48";"-"
"49";"P1a";"26064";"282";"986";"334";"685";"3,3";"4,04";"-"
"50";"P1a";"27074";"1010";"822";"770";"700";"3,42";"3,79";"-"
"51";"P1a";"27919";"845";"164";"1062";"803";"3,61";"3,59";"-"
"52";"P1a";"28201";"282";"117";"1118";"620";"0";"3,56";"-"
"53";"P1a";"28342";"141";"634";"1388";"687";"3,64";"3,51";"-"
"54";"P1a";"29023";"681";"282";"340";"745";"3,58";"3,93";"-"
"55";"P1a";"29328";"305";"634";"344";"757";"3,32";"3,8";"-"
"56";"P1a";"29986";"657";"587";"753";"774";"3,32";"3,64";"-"
"57";"P1a";"30596";"611";"493";"1113";"768";"3,56";"3,67";"-"
"58";"P1a";"31113";"517";"235";"1477";"762";"3,5";"3,46";"-"
"59";"P1a";"31395";"282";"1010";"441";"828";"3,38";"3,95";"-"
"1";"P2";"0";"0";"305";"678";"275";"2,71";"2,66";"-"
"2";"P2";"329";"329";"1620";"351";"122";"2,79";"2,69";"-"
"3";"P2";"1972";"1644";"728";"706";"137";"2,98";"2,79";"-"
"4";"P2";"2724";"751";"540";"1060";"128";"2,92";"2,9";"-"
"5";"P2";"3287";"564";"493";"1385";"121";"2,98";"2,74";"-"
"6";"P2";"3898";"611";"117";"227";"327";"0";"2,78";"-"
"7";"P2";"4039";"141";"681";"342";"212";"2,69";"2,74";"-"
"8";"P2";"4743";"704";"587";"607";"232";"2,79";"2,78";"-"
"9";"P2";"5354";"611";"611";"972";"236";"2,95";"2,84";"-"
"10";"P2";"5988";"634";"657";"1330";"231";"3,16";"2,92";"-"
"11";"P2";"6692";"704";"1010";"351";"281";"3,06";"3,19";"-"
"12";"P2";"7725";"1033";"751";"470";"290";"3,26";"3,1";"-"
"13";"P2";"8500";"775";"540";"836";"320";"3,26";"3,21";"-"
"14";"P2";"9064";"564";"1268";"1264";"295";"3,18";"3,08";"-"
"15";"P2";"10355";"1291";"282";"1415";"282";"3,13";"2,95";"-"
"16";"P2";"10684";"329";"681";"318";"339";"3,08";"3,1";"-"
"17";"P2";"11388";"704";"869";"695";"373";"2,97";"2,94";"-"
"18";"P2";"12281";"892";"493";"1135";"394";"2,92";"2,87";"-"
"19";"P2";"12891";"611";"657";"1449";"365";"2,68";"0";"-"
"20";"P2";"13619";"728";"798";"338";"414";"2,57";"2,49";"-"
"21";"P2";"14441";"822";"470";"580";"445";"2,9";"2,69";"-"
"22";"P2";"14934";"493";"892";"946";"452";"2,87";"2,82";"-"
"23";"P2";"15850";"916";"798";"1334";"428";"2,87";"2,69";"-"
"24";"P2";"16695";"845";"564";"359";"488";"2,86";"2,74";"-"
"25";"P2";"17282";"587";"798";"754";"520";"2,76";"2,69";"-"
"26";"P2";"18104";"822";"517";"1043";"505";"2,71";"2,61";"-"
"27";"P2";"18644";"540";"845";"1368";"505";"2,86";"2,66";"-"
"28";"P2";"19536";"892";"470";"308";"553";"2,86";"2,89";"-"
"29";"P2";"20170";"634";"493";"510";"643";"2,89";"2,73";"-"
"30";"P2";"20687";"517";"423";"608";"584";"2,78";"2,79";"-"
"31";"P2";"21133";"446";"493";"990";"574";"2,87";"2,65";"-"
"32";"P2";"21650";"517";"423";"1385";"563";"2,79";"2,65";"-"
"33";"P2";"22119";"470";"423";"340";"620";"2,81";"2,79";"-"
"34";"P2";"22566";"446";"611";"376";"640";"2,65";"2,61";"-"
"35";"P2";"23200";"634";"634";"859";"647";"2,69";"2,71";"-"
"36";"P2";"23857";"657";"517";"1117";"642";"2,73";"0";"-"
"37";"P2";"24397";"540";"728";"1416";"625";"2,68";"2,53";"-"
"38";"P2";"25266";"869";"798";"371";"708";"2,63";"2,6";"-"
"39";"P2";"26088";"822";"1104";"838";"712";"2,84";"2,61";"-"
"40";"P2";"27215";"1127";"681";"1212";"714";"2,69";"2,73";"-"
"41";"P2";"27919";"704";"423";"1398";"683";"2,65";"2,57";"-"
"42";"P2";"28389";"470";"845";"381";"741";"2,47";"2,33";"-"
"43";"P2";"29258";"869";"517";"716";"762";"2,47";"2,33";"-"
"44";"P2";"29798";"540";"704";"1029";"731";"0";"2,15";"-"
"45";"P2";"30596";"798";"587";"1328";"747";"2,28";"0";"-"
"46";"P2";"31207";"611";"141";"1456";"733";"2,34";"0";"-"
"47";"P2";"31371";"164";"164";"421";"801";"2,31";"0";"-"
"48";"P2";"31559";"188";"728";"364";"818";"2,28";"2,25";"-"
"49";"P2";"32310";"751";"211";"688";"702";"2,49";"2,23";"-"
"50";"P2";"32545";"235";"282";"671";"326";"2,68";"2,5";"-"
"1";"P10";"0";"0";"282";"580";"197";"2,81";"2,87";"-"
"2";"P10";"305";"305";"611";"350";"108";"2,78";"0";"-"
"3";"P10";"939";"634";"493";"680";"119";"2,66";"0";"-"
"4";"P10";"1456";"517";"446";"1015";"115";"2,78";"0";"-"
"5";"P10";"1925";"470";"470";"1426";"98";"2,98";"3,11";"-"
"6";"P10";"2442";"517";"681";"399";"203";"2,97";"0";"-"
"7";"P10";"3146";"704";"540";"815";"195";"2,97";"3,03";"-"
"8";"P10";"3710";"564";"564";"1169";"175";"2,79";"2,92";"-"
"9";"P10";"4297";"587";"188";"1472";"168";"2,9";"2,87";"-"
"10";"P10";"4555";"258";"681";"355";"254";"2,71";"2,87";"-"
"11";"P10";"5260";"704";"517";"671";"261";"2,71";"2,81";"-"
"12";"P10";"5800";"540";"493";"1091";"255";"2,74";"2,73";"-"
"13";"P10";"6316";"517";"446";"1442";"239";"2,79";"2,95";"-"
"14";"P10";"6833";"517";"775";"445";"349";"2,61";"3,08";"-"
"15";"P10";"7631";"798";"376";"949";"354";"2,82";"3";"-"
"16";"P10";"8031";"399";"540";"1343";"328";"2,98";"3,08";"-"
"17";"P10";"8665";"634";"939";"453";"412";"2,98";"3,16";"-"
"18";"P10";"9627";"963";"634";"862";"425";"2,97";"3,06";"-"
"19";"P10";"10285";"657";"657";"1201";"413";"2,81";"2,98";"-"
"20";"P10";"10966";"681";"141";"1515";"382";"2,82";"2,79";"-"
"21";"P10";"11154";"188";"141";"470";"482";"3,02";"3,03";"-"
"22";"P10";"11318";"164";"423";"309";"477";"2,74";"2,92";"-"
"23";"P10";"11764";"446";"564";"764";"486";"2,82";"2,87";"-"
"24";"P10";"12351";"587";"399";"1156";"475";"2,65";"2,71";"-"
"25";"P10";"12774";"423";"352";"1416";"484";"2,73";"2,71";"-"
"26";"P10";"13173";"399";"587";"354";"542";"2,69";"2,87";"-"
"27";"P10";"13784";"611";"446";"739";"559";"2,58";"2,78";"-"
"28";"P10";"14253";"470";"775";"1162";"546";"2,65";"2,58";"-"
"29";"P10";"15052";"798";"423";"1448";"529";"2,71";"2,53";"-"
"30";"P10";"15521";"470";"141";"430";"617";"2,84";"2,95";"-"
"31";"P10";"15686";"164";"329";"323";"615";"2,69";"2,81";"-"
"32";"P10";"16038";"352";"399";"677";"630";"2,69";"2,78";"-"
"33";"P10";"16460";"423";"704";"1099";"637";"2,68";"2,79";"-"
"34";"P10";"17188";"728";"305";"1384";"627";"2,66";"2,74";"-"
"35";"P10";"17517";"329";"470";"435";"686";"2,74";"2,82";"-"
"36";"P10";"18010";"493";"399";"668";"708";"2,79";"2,84";"-"
"37";"P10";"18433";"423";"517";"1011";"713";"2,82";"2,71";"-"
"38";"P10";"18973";"540";"657";"1337";"688";"2,6";"2,63";"-"
"39";"P10";"19677";"704";"681";"426";"771";"2,71";"2,94";"-"
"40";"P10";"20382";"704";"446";"792";"790";"2,63";"2,74";"-"
"41";"P10";"20851";"470";"798";"1197";"772";"2,63";"2,69";"-"
"42";"P10";"21673";"822";"235";"1504";"774";"2,76";"3,02";"-"
"43";"P10";"22025";"352";"611";"448";"816";"0";"2,89";"-"
"44";"P10";"22659";"634";"141";"590";"431";"2,65";"2,81";"-"
