"No.";"Name";"Time (ms)";"Timegap (ms)";"Duration";"Gaze X";"Gaze Y";"Pupil Diameter Left (mm)";"Pupil Diameter Right (mm)";"AOI"
"1";"P2";"0";"0";"305";"643";"236";"2,81";"2,89";"-"
"2";"P2";"329";"329";"728";"321";"129";"2,81";"2,87";"-"
"3";"P2";"1080";"751";"892";"748";"162";"2,95";"3,08";"-"
"4";"P2";"1996";"916";"493";"1091";"165";"3,26";"3,29";"-"
"5";"P2";"2513";"517";"376";"1378";"154";"3,35";"3,13";"-"
"6";"P2";"2935";"423";"446";"331";"228";"3,19";"3,48";"-"
"7";"P2";"3428";"493";"352";"1446";"146";"3,21";"3,11";"-"
"8";"P2";"3827";"399";"188";"461";"215";"3,3";"0";"-"
"9";"P2";"4039";"211";"1033";"332";"226";"3,11";"3,34";"-"
"10";"P2";"5095";"1057";"657";"679";"242";"3,16";"3,21";"-"
"11";"P2";"5776";"681";"517";"993";"236";"3,11";"2,86";"-"
"12";"P2";"6316";"540";"916";"1360";"216";"2,95";"2,76";"-"
"13";"P2";"7279";"963";"329";"321";"283";"3,19";"3,14";"-"
"14";"P2";"7631";"352";"564";"361";"273";"3,13";"3,02";"-"
"15";"P2";"8218";"587";"446";"750";"299";"3,06";"2,97";"-"
"16";"P2";"8688";"470";"939";"1153";"288";"3,24";"3,05";"-"
"17";"P2";"9651";"963";"305";"1450";"274";"3,16";"3,03";"-"
"18";"P2";"10003";"352";"141";"364";"341";"3,13";"3,22";"-"
"19";"P2";"10167";"164";"587";"338";"349";"3,02";"3,18";"-"
"20";"P2";"10778";"611";"493";"703";"370";"3,03";"3,06";"-"
"21";"P2";"11295";"517";"963";"951";"369";"3,06";"2,97";"-"
"22";"P2";"12281";"986";"916";"1342";"351";"3,14";"2,86";"-"
"23";"P2";"13243";"963";"704";"325";"422";"3,13";"3,05";"-"
"24";"P2";"13971";"728";"1174";"622";"444";"2,9";"2,92";"-"
"25";"P2";"15169";"1198";"704";"998";"449";"2,94";"2,95";"-"
"26";"P2";"15897";"728";"845";"1348";"434";"2,92";"2,78";"-"
"27";"P2";"16789";"892";"986";"340";"507";"2,89";"2,97";"-"
"28";"P2";"17799";"1010";"681";"713";"521";"2,86";"2,68";"-"
"29";"P2";"18503";"704";"728";"618";"509";"2,84";"2,78";"-"
