"No.";"Name";"Time (ms)";"Timegap (ms)";"Duration";"Gaze X";"Gaze Y";"Pupil Diameter Left (mm)";"Pupil Diameter Right (mm)";"AOI"
"1";"P1a";"0";"0";"399";"525";"204";"4,01";"4,32";"-"
"2";"P1a";"423";"423";"1432";"340";"118";"3,88";"4,56";"-"
"3";"P1a";"1879";"1456";"681";"316";"145";"4,01";"4,44";"-"
"4";"P1a";"2583";"704";"517";"618";"116";"4,07";"4,33";"-"
"5";"P1a";"3123";"540";"728";"802";"214";"4,11";"4,25";"-"
"6";"P1a";"3874";"751";"1362";"1098";"142";"4,15";"4,06";"-"
"7";"P1a";"5260";"1385";"939";"1393";"129";"4,06";"4,09";"-"
"8";"P1a";"6246";"986";"1104";"302";"191";"3,93";"4,51";"-"
"9";"P1a";"7561";"1315";"235";"721";"361";"3,75";"0";"-"
"10";"P1a";"7819";"258";"282";"953";"246";"3,91";"4,24";"-"
"11";"P1a";"8125";"305";"775";"1317";"205";"3,9";"4,07";"-"
"12";"P1a";"8923";"798";"235";"1558";"187";"4,4";"4,11";"-"
"13";"P1a";"9228";"305";"798";"262";"293";"3,91";"4,76";"-"
"14";"P1a";"10050";"822";"611";"575";"318";"3,82";"4,24";"-"
"15";"P1a";"10684";"634";"141";"802";"361";"3,85";"4,25";"-"
"16";"P1a";"10919";"235";"211";"1050";"430";"4,43";"4,06";"-"
"17";"P1a";"11154";"235";"423";"1263";"312";"4,14";"4,22";"-"
"18";"P1a";"11600";"446";"564";"1530";"300";"4,38";"3,9";"-"
"19";"P1a";"12210";"611";"892";"292";"367";"3,75";"4,49";"-"
"20";"P1a";"13126";"916";"1010";"608";"409";"3,79";"4,25";"-"
"21";"P1a";"14159";"1033";"681";"999";"399";"4,15";"4,15";"-"
"22";"P1a";"14864";"704";"470";"1326";"376";"4,07";"4,07";"-"
"23";"P1a";"15357";"493";"258";"1463";"361";"4,28";"3,99";"-"
"24";"P1a";"15662";"305";"634";"288";"417";"3,91";"4,38";"-"
"25";"P1a";"16437";"775";"399";"408";"481";"3,66";"4,04";"-"
"26";"P1a";"16860";"423";"775";"769";"459";"3,74";"4,01";"-"
"27";"P1a";"17658";"798";"611";"1169";"435";"3,72";"3,8";"-"
"28";"P1a";"18292";"634";"188";"1464";"415";"3,98";"3,59";"-"
"29";"P1a";"18550";"258";"704";"297";"483";"3,51";"4,24";"-"
"30";"P1a";"19278";"728";"822";"656";"510";"3,72";"3,99";"-"
"31";"P1a";"20123";"845";"634";"1079";"501";"3,82";"3,99";"-"
"32";"P1a";"20781";"657";"1174";"1483";"472";"3,74";"3,9";"-"
"33";"P1a";"22002";"1221";"164";"339";"532";"3,77";"4,38";"-"
"34";"P1a";"22190";"188";"1151";"290";"548";"3,66";"4,14";"-"
"35";"P1a";"23364";"1174";"611";"623";"571";"3,72";"4,09";"-"
"36";"P1a";"23998";"634";"446";"1029";"568";"3,77";"3,96";"-"
"37";"P1a";"24468";"470";"751";"1408";"540";"3,82";"3,69";"-"
"38";"P1a";"25289";"822";"751";"328";"607";"3,66";"4,28";"-"
"39";"P1a";"26205";"916";"423";"754";"616";"3,74";"0";"-"
"40";"P1a";"26651";"446";"775";"1027";"631";"3,66";"3,74";"-"
"41";"P1a";"27450";"798";"704";"1451";"608";"3,95";"3,75";"-"
"42";"P1a";"28342";"892";"892";"315";"673";"3,58";"4,27";"-"
"43";"P1a";"29540";"1198";"423";"745";"674";"3,35";"0";"-"
"44";"P1a";"29986";"446";"540";"1033";"690";"3,59";"3,75";"-"
"45";"P1a";"30549";"564";"517";"1436";"682";"3,53";"3,48";"-"
"46";"P1a";"31136";"587";"657";"387";"762";"3,53";"4,19";"-"
"47";"P1a";"31817";"681";"352";"788";"765";"3,63";"3,93";"-"
"48";"P1a";"32193";"376";"751";"1135";"779";"3,75";"3,83";"-"
"1";"P2";"0";"0";"282";"624";"208";"2,49";"2,55";"-"
"2";"P2";"305";"305";"822";"332";"103";"2,6";"2,69";"-"
"3";"P2";"1151";"845";"540";"779";"131";"2,78";"2,63";"-"
"4";"P2";"1714";"564";"798";"939";"140";"2,95";"2,84";"-"
"5";"P2";"2536";"822";"564";"1387";"130";"2,94";"2,95";"-"
"6";"P2";"3264";"728";"470";"1087";"152";"2,92";"3";"-"
