"No.";"Name";"Time (ms)";"Timegap (ms)";"Duration";"Gaze X";"Gaze Y";"Pupil Diameter Left (mm)";"Pupil Diameter Right (mm)";"AOI"
"1";"P1a";"0";"0";"352";"515";"185";"3,63";"3,91";"-"
"2";"P1a";"376";"376";"1338";"325";"142";"3,58";"4,14";"-"
"3";"P1a";"1738";"1362";"564";"686";"140";"3,53";"3,82";"-"
"4";"P1a";"2325";"587";"376";"1054";"157";"3,53";"3,75";"-"
"5";"P1a";"2724";"399";"564";"1410";"107";"3,64";"3,8";"-"
"6";"P1a";"3334";"611";"211";"314";"199";"3,75";"4,2";"-"
"7";"P1a";"3569";"235";"352";"289";"172";"3,71";"4,06";"-"
"8";"P1a";"3945";"376";"493";"717";"233";"3,61";"3,91";"-"
"9";"P1a";"4461";"517";"564";"864";"243";"3,72";"3,88";"-"
"10";"P1a";"5048";"587";"1268";"1298";"239";"3,8";"3,79";"-"
"11";"P1a";"6363";"1315";"493";"191";"266";"3,64";"4,33";"-"
"12";"P1a";"6950";"587";"258";"284";"274";"3,37";"3,72";"-"
"13";"P1a";"7326";"376";"657";"404";"293";"3,4";"3,83";"-"
"14";"P1a";"8078";"751";"211";"698";"373";"3,79";"3,85";"-"
"15";"P1a";"8406";"329";"657";"1052";"360";"0";"3,56";"-"
"16";"P1a";"9087";"681";"704";"1354";"299";"3,56";"3,58";"-"
"17";"P1a";"9839";"751";"540";"297";"358";"3,51";"4,07";"-"
"18";"P1a";"10520";"681";"657";"727";"390";"3,53";"0";"-"
"19";"P1a";"11201";"681";"399";"1074";"364";"3,48";"3,77";"-"
"20";"P1a";"11623";"423";"634";"1368";"338";"3,38";"3,45";"-"
"21";"P1a";"12304";"681";"728";"343";"412";"3,45";"3,9";"-"
"22";"P1a";"13056";"751";"775";"653";"440";"3,42";"3,9";"-"
"23";"P1a";"13995";"939";"517";"981";"435";"3,56";"3,77";"-"
"24";"P1a";"14535";"540";"517";"1293";"421";"3,51";"3,59";"-"
"25";"P1a";"15192";"657";"188";"1389";"403";"3,45";"3,4";"-"
"26";"P1a";"15451";"258";"963";"373";"483";"3,37";"3,98";"-"
"27";"P1a";"16554";"1104";"657";"813";"547";"3,55";"3,95";"-"
"28";"P1a";"17235";"681";"869";"1122";"497";"3,56";"3,72";"-"
"29";"P1a";"18151";"916";"470";"263";"558";"3,29";"3,9";"-"
"30";"P1a";"18644";"493";"1456";"512";"551";"3,32";"3,72";"-"
"31";"P1a";"20123";"1479";"587";"966";"561";"3,48";"3,82";"-"
"32";"P1a";"20734";"611";"470";"1306";"546";"3,45";"3,67";"-"
"33";"P1a";"21227";"493";"141";"1449";"554";"3,55";"3,56";"-"
"34";"P1a";"21415";"188";"446";"290";"612";"3,64";"4,14";"-"
"35";"P1a";"22002";"587";"399";"322";"596";"3,48";"3,79";"-"
"36";"P1a";"22425";"423";"611";"623";"636";"3,34";"3,83";"-"
"37";"P1a";"23364";"939";"164";"882";"541";"3,99";"3,61";"-"
"38";"P1a";"23552";"188";"1362";"1185";"615";"3,46";"3,67";"-"
"39";"P1a";"24937";"1385";"634";"1381";"624";"3,74";"3,75";"-"
"40";"P1a";"25618";"681";"611";"321";"647";"3,51";"4,09";"-"
"41";"P1a";"26252";"634";"540";"461";"674";"3,26";"3,55";"-"
"42";"P1a";"26816";"564";"540";"624";"701";"3,37";"3,75";"-"
"43";"P1a";"27520";"704";"399";"841";"655";"3,8";"3,58";"-"
"44";"P1a";"27943";"423";"751";"1199";"689";"3,43";"3,58";"-"
"45";"P1a";"28741";"798";"564";"325";"736";"3,55";"3,85";"-"
"46";"P1a";"29352";"611";"446";"420";"748";"3,95";"3,75";"-"
"47";"P1a";"29821";"470";"1174";"664";"689";"3,69";"3,59";"-"
"1";"P6";"0";"0";"305";"843";"293";"0";"3,34";"-"
"2";"P6";"329";"329";"188";"291";"142";"0";"3,37";"-"
"3";"P6";"540";"211";"329";"304";"113";"3,22";"3,34";"-"
"4";"P6";"892";"352";"564";"648";"170";"0";"3,08";"-"
"5";"P6";"1479";"587";"470";"1079";"155";"0";"3,38";"-"
"6";"P6";"1972";"493";"517";"1417";"104";"3,45";"3,29";"-"
"7";"P6";"2536";"564";"611";"328";"222";"0";"3,3";"-"
"8";"P6";"3170";"634";"1033";"596";"238";"0";"3,27";"-"
"9";"P6";"4227";"1057";"775";"912";"239";"0";"3,18";"-"
"10";"P6";"5025";"798";"634";"1345";"186";"0";"3,43";"-"
"11";"P6";"5706";"681";"775";"339";"308";"0";"3,27";"-"
"12";"P6";"6504";"798";"728";"639";"291";"0";"3,05";"-"
"13";"P6";"7256";"751";"235";"702";"247";"0";"3,21";"-"
"14";"P6";"7514";"258";"939";"1137";"299";"3,46";"3,29";"-"
"15";"P6";"8477";"963";"141";"1395";"268";"3,46";"3,4";"-"
"16";"P6";"8665";"188";"517";"345";"383";"0";"3,45";"-"
"17";"P6";"9205";"540";"258";"563";"400";"0";"3,27";"-"
"18";"P6";"9486";"282";"493";"1037";"380";"3,46";"3,27";"-"
"19";"P6";"10003";"517";"352";"1389";"344";"3,38";"3,19";"-"
"20";"P6";"10402";"399";"822";"367";"476";"3,14";"3,11";"-"
"21";"P6";"11248";"845";"446";"764";"460";"3,4";"3,13";"-"
"22";"P6";"11717";"470";"352";"971";"473";"3,43";"3,3";"-"
"23";"P6";"12093";"376";"141";"950";"484";"3,46";"3,37";"-"
"24";"P6";"12257";"164";"376";"1305";"455";"3,72";"3,42";"-"
"25";"P6";"12680";"423";"376";"258";"555";"3,43";"3,43";"-"
"26";"P6";"13079";"399";"1057";"455";"553";"3,53";"3,45";"-"
"27";"P6";"14159";"1080";"376";"833";"545";"3,59";"3,42";"-"
"28";"P6";"14558";"399";"399";"1186";"530";"3,45";"3,29";"-"
"29";"P6";"15005";"446";"681";"361";"620";"0";"3,53";"-"
"30";"P6";"15709";"704";"681";"870";"600";"3,3";"3,08";"-"
"31";"P6";"16413";"704";"376";"1302";"562";"3,18";"3";"-"
"32";"P6";"16813";"399";"117";"1480";"554";"3,19";"2,9";"-"
"33";"P6";"16977";"164";"634";"337";"687";"2,98";"3,13";"-"
"34";"P6";"17634";"657";"634";"688";"660";"2,97";"2,9";"-"
"35";"P6";"18292";"657";"657";"1041";"670";"3,18";"3,13";"-"
"36";"P6";"18973";"681";"1057";"898";"683";"3,27";"3,19";"-"
"37";"P6";"20053";"1080";"517";"1241";"653";"3,32";"3,13";"-"
"38";"P6";"20593";"540";"164";"1459";"642";"3,24";"3,11";"-"
"39";"P6";"20804";"211";"564";"342";"742";"3,02";"3,13";"-"
"40";"P6";"21391";"587";"822";"640";"740";"3,14";"3,05";"-"
"41";"P6";"22237";"845";"822";"929";"741";"3,42";"3,16";"-"
"42";"P6";"23082";"845";"423";"1224";"734";"3,21";"3,14";"-"
"43";"P6";"23528";"446";"1221";"432";"812";"2,98";"3,21";"-"
"44";"P6";"24773";"1245";"681";"708";"762";"3,05";"2,89";"-"
"45";"P6";"25477";"704";"798";"587";"743";"3";"2,94";"-"
"46";"P6";"26299";"822";"822";"527";"743";"3,08";"2,94";"-"
"47";"P6";"27144";"845";"117";"773";"759";"3,19";"3,14";"-"
"48";"P6";"27473";"329";"188";"903";"830";"3,24";"3,11";"-"
"1";"P8";"0";"0";"329";"596";"167";"2,97";"2,89";"-"
"2";"P8";"352";"352";"963";"341";"130";"3,08";"3,05";"-"
"3";"P8";"1338";"986";"822";"702";"163";"3,32";"3,26";"-"
"4";"P8";"2184";"845";"611";"1061";"136";"2,92";"2,81";"-"
"5";"P8";"2818";"634";"916";"1402";"116";"2,81";"2,65";"-"
"6";"P8";"3780";"963";"892";"344";"193";"2,94";"2,9";"-"
"7";"P8";"4696";"916";"1104";"597";"204";"2,92";"2,78";"-"
"8";"P8";"5823";"1127";"751";"948";"225";"3,05";"2,92";"-"
"9";"P8";"6598";"775";"564";"1381";"202";"3,08";"2,89";"-"
"10";"P8";"7209";"611";"986";"276";"275";"3,03";"2,98";"-"
"11";"P8";"8430";"1221";"399";"616";"211";"0,979";"2,82";"-"
"12";"P8";"8852";"423";"822";"919";"287";"3,1";"2,95";"-"
"13";"P8";"9698";"845";"892";"1295";"268";"3,03";"2,81";"-"
"14";"P8";"10614";"916";"117";"1523";"255";"2,98";"2,65";"-"
"15";"P8";"10801";"188";"751";"318";"349";"2,98";"2,94";"-"
"16";"P8";"11576";"775";"305";"596";"408";"3,3";"3,16";"-"
"17";"P8";"11975";"399";"611";"859";"367";"0";"2,95";"-"
"18";"P8";"12609";"634";"728";"1292";"342";"3,08";"2,82";"-"
"19";"P8";"13384";"775";"892";"338";"402";"3,08";"2,95";"-"
"20";"P8";"14300";"916";"939";"676";"422";"2,9";"2,82";"-"
"21";"P8";"15263";"963";"798";"854";"380";"2,79";"2,6";"-"
"22";"P8";"16085";"822";"728";"1225";"396";"2,68";"2,5";"-"
"23";"P8";"16836";"751";"141";"1424";"392";"2,82";"2,68";"-"
"24";"P8";"17024";"188";"845";"382";"497";"2,87";"2,79";"-"
"25";"P8";"17893";"869";"751";"750";"498";"2,92";"2,79";"-"
"26";"P8";"18668";"775";"869";"1188";"479";"2,97";"2,74";"-"
