"No.";"Name";"Time (ms)";"Timegap (ms)";"Duration";"Gaze X";"Gaze Y";"Pupil Diameter Left (mm)";"Pupil Diameter Right (mm)";"AOI"
"1";"P5";"0";"0";"0";"745";"217";"3,18";"3,29";"-"
"2";"P5";"23";"23";"23";"752";"230";"3,05";"3,45";"-"
"3";"P5";"47";"23";"23";"747";"222";"3,19";"3,4";"-"
"4";"P5";"70";"23";"23";"763";"240";"3,26";"3,4";"-"
"5";"P5";"94";"23";"23";"722";"212";"3,18";"3,3";"-"
"6";"P5";"117";"23";"23";"504";"223";"3,1";"3,46";"-"
"7";"P5";"141";"23";"23";"503";"233";"3,06";"3,55";"-"
"8";"P5";"164";"23";"23";"492";"241";"3,13";"3,42";"-"
"9";"P5";"188";"23";"23";"496";"253";"3,1";"3,48";"-"
"10";"P5";"211";"23";"23";"498";"253";"3,13";"3,4";"-"
"11";"P5";"235";"23";"23";"507";"251";"3,1";"3,42";"-"
"12";"P5";"258";"23";"23";"499";"240";"3,16";"3,38";"-"
"13";"P5";"282";"23";"23";"504";"260";"3,14";"3,48";"-"
"14";"P5";"305";"23";"23";"436";"166";"3,1";"3,37";"-"
"15";"P5";"329";"23";"23";"293";"116";"3,19";"3,35";"-"
"16";"P5";"352";"23";"23";"301";"110";"3,13";"3,48";"-"
"17";"P5";"376";"23";"23";"315";"117";"3,18";"3,51";"-"
"18";"P5";"399";"23";"23";"312";"115";"3,11";"3,4";"-"
"19";"P5";"423";"23";"23";"261";"103";"3,08";"3,37";"-"
"20";"P5";"446";"23";"23";"221";"118";"3,14";"3,45";"-"
"21";"P5";"470";"23";"23";"228";"76";"3,06";"3,29";"-"
"22";"P5";"493";"23";"23";"223";"132";"3";"3,43";"-"
"23";"P5";"517";"23";"23";"221";"102";"2,94";"3,32";"-"
"24";"P5";"540";"23";"23";"226";"75";"2,92";"3,21";"-"
"25";"P5";"564";"23";"23";"225";"121";"3,1";"3,21";"-"
"26";"P5";"587";"23";"23";"213";"77";"3";"3,11";"-"
"27";"P5";"611";"23";"23";"233";"106";"2,89";"3,18";"-"
"28";"P5";"634";"23";"23";"225";"86";"2,89";"3,1";"-"
"29";"P5";"657";"23";"23";"221";"102";"2,89";"3,03";"-"
"30";"P5";"681";"23";"23";"215";"100";"2,87";"3,16";"-"
"31";"P5";"704";"23";"23";"215";"95";"2,69";"3,16";"-"
"32";"P5";"728";"23";"23";"194";"114";"2,89";"2,98";"-"
"33";"P5";"751";"23";"23";"194";"84";"2,79";"2,98";"-"
"34";"P5";"775";"23";"23";"184";"75";"2,76";"3";"-"
"35";"P5";"798";"23";"23";"182";"36";"2,69";"2,97";"-"
"36";"P5";"822";"23";"23";"384";"104";"2,81";"3";"-"
"37";"P5";"845";"23";"23";"354";"85";"2,79";"2,87";"-"
"38";"P5";"869";"23";"23";"367";"96";"2,84";"2,94";"-"
"39";"P5";"892";"23";"23";"368";"410";"2,81";"3,05";"-"
"40";"P5";"1033";"141";"141";"323";"125";"2,63";"0";"-"
"41";"P5";"1057";"23";"23";"327";"84";"2,68";"0";"-"
"42";"P5";"1104";"47";"47";"301";"72";"2,68";"0";"-"
"43";"P5";"1127";"23";"23";"348";"104";"2,74";"0";"-"
"44";"P5";"1151";"23";"23";"338";"89";"2,71";"0";"-"
"45";"P5";"1174";"23";"23";"348";"114";"2,82";"0";"-"
"46";"P5";"1198";"23";"23";"404";"110";"2,79";"0";"-"
"47";"P5";"1221";"23";"23";"419";"125";"2,78";"0";"-"
"48";"P5";"1245";"23";"23";"401";"140";"2,84";"0";"-"
"49";"P5";"1268";"23";"23";"398";"94";"2,76";"0";"-"
"50";"P5";"1291";"23";"23";"401";"56";"2,79";"0";"-"
"51";"P5";"1315";"23";"23";"383";"112";"3,02";"0";"-"
"52";"P5";"1338";"23";"23";"421";"82";"2,84";"0";"-"
"53";"P5";"1362";"23";"23";"547";"153";"3,05";"0";"-"
"54";"P5";"1385";"23";"23";"560";"144";"2,95";"0";"-"
"55";"P5";"1409";"23";"23";"568";"176";"2,87";"0";"-"
"56";"P5";"1432";"23";"23";"566";"146";"2,89";"0";"-"
"57";"P5";"1456";"23";"23";"542";"126";"2,9";"0";"-"
"58";"P5";"1479";"23";"23";"554";"160";"3,03";"0";"-"
"59";"P5";"1503";"23";"23";"557";"159";"3";"0";"-"
"60";"P5";"1526";"23";"23";"542";"110";"2,86";"0";"-"
"61";"P5";"1550";"23";"23";"554";"151";"3,03";"3,11";"-"
"62";"P5";"1573";"23";"23";"596";"121";"2,9";"0";"-"
"63";"P5";"1597";"23";"23";"687";"143";"2,92";"0";"-"
"64";"P5";"1620";"23";"23";"693";"156";"2,98";"0";"-"
"65";"P5";"1644";"23";"23";"688";"118";"2,97";"0";"-"
"66";"P5";"1667";"23";"23";"715";"122";"2,89";"0";"-"
"67";"P5";"1691";"23";"23";"688";"115";"2,98";"0";"-"
"68";"P5";"1714";"23";"23";"699";"120";"3,06";"0";"-"
"69";"P5";"1738";"23";"23";"712";"130";"2,87";"0";"-"
"70";"P5";"1761";"23";"23";"715";"144";"3,02";"0";"-"
"71";"P5";"1785";"23";"23";"710";"125";"3,03";"3,16";"-"
"72";"P5";"1808";"23";"23";"710";"156";"2,97";"0";"-"
"73";"P5";"1832";"23";"23";"715";"157";"3,02";"0";"-"
"74";"P5";"1855";"23";"23";"729";"143";"2,94";"0";"-"
"75";"P5";"1879";"23";"23";"837";"155";"2,98";"3,21";"-"
"76";"P5";"1902";"23";"23";"840";"147";"3,08";"3,18";"-"
"77";"P5";"1925";"23";"23";"855";"118";"2,98";"3,1";"-"
"78";"P5";"1949";"23";"23";"846";"130";"2,97";"3,19";"-"
"79";"P5";"1972";"23";"23";"858";"120";"3";"3,3";"-"
"80";"P5";"1996";"23";"23";"836";"140";"3,05";"3,18";"-"
"81";"P5";"2019";"23";"23";"847";"156";"3,1";"3,08";"-"
"82";"P5";"2043";"23";"23";"833";"160";"3,02";"3,18";"-"
"83";"P5";"2066";"23";"23";"909";"166";"2,94";"0";"-"
"84";"P5";"2090";"23";"23";"1032";"161";"2,97";"0";"-"
"85";"P5";"2113";"23";"23";"1047";"170";"3,02";"0";"-"
"86";"P5";"2137";"23";"23";"1040";"135";"2,98";"3,19";"-"
"87";"P5";"2160";"23";"23";"1060";"153";"3,03";"3,19";"-"
"88";"P5";"2184";"23";"23";"1070";"133";"2,94";"3,22";"-"
"89";"P5";"2207";"23";"23";"1057";"160";"2,95";"0";"-"
"90";"P5";"2231";"23";"23";"1047";"140";"2,98";"3,1";"-"
"91";"P5";"2254";"23";"23";"1056";"151";"3";"0";"-"
"92";"P5";"2278";"23";"23";"1072";"150";"3,03";"3,14";"-"
"93";"P5";"2301";"23";"23";"1241";"125";"3,06";"3,26";"-"
"94";"P5";"2325";"23";"23";"1245";"137";"3,02";"3,16";"-"
"95";"P5";"2348";"23";"23";"1245";"97";"2,97";"3,11";"-"
"96";"P5";"2372";"23";"23";"1260";"102";"2,94";"3,06";"-"
"97";"P5";"2395";"23";"23";"1249";"149";"2,95";"0";"-"
"98";"P5";"2419";"23";"23";"1242";"100";"3";"3,11";"-"
"99";"P5";"2442";"23";"23";"1255";"105";"3";"3,11";"-"
"100";"P5";"2466";"23";"23";"1254";"122";"3,02";"3,24";"-"
"101";"P5";"2489";"23";"23";"1405";"125";"3";"3,18";"-"
"102";"P5";"2513";"23";"23";"1382";"114";"3,03";"3,06";"-"
"103";"P5";"2536";"23";"23";"1401";"78";"2,95";"3,06";"-"
"104";"P5";"2559";"23";"23";"1396";"116";"3,02";"2,98";"-"
"105";"P5";"2583";"23";"23";"1387";"120";"2,92";"3,11";"-"
"106";"P5";"2606";"23";"23";"1376";"130";"3,02";"3,06";"-"
"107";"P5";"2630";"23";"23";"1381";"152";"3,08";"3,11";"-"
