"No.";"Name";"Time (ms)";"Timegap (ms)";"Duration";"Gaze X";"Gaze Y";"Pupil Diameter Left (mm)";"Pupil Diameter Right (mm)";"AOI"
"1";"P5";"0";"0";"282";"619";"234";"3,18";"3,29";"-"
"2";"P5";"305";"305";"564";"291";"105";"3,1";"3,37";"-"
"3";"P5";"892";"587";"164";"339";"206";"2,81";"3,05";"-"
"4";"P5";"1104";"211";"446";"444";"112";"2,68";"0";"-"
"5";"P5";"1573";"470";"493";"765";"138";"2,9";"0";"-"
"6";"P5";"2090";"517";"376";"1153";"136";"2,97";"0";"-"
"7";"P5";"2489";"399";"352";"1453";"115";"3";"3,18";"-"
"8";"P5";"2888";"399";"141";"428";"164";"3,11";"0";"-"
"9";"P5";"3053";"164";"681";"349";"182";"2,86";"3,22";"-"
"10";"P5";"3757";"704";"399";"730";"203";"2,98";"3,16";"-"
"11";"P5";"4180";"423";"164";"957";"313";"2,87";"3,11";"-"
"12";"P5";"4368";"188";"493";"1124";"211";"2,79";"0";"-"
"13";"P5";"4884";"517";"305";"1349";"208";"3,13";"3,21";"-"
"14";"P5";"5236";"352";"798";"365";"256";"2,87";"3,24";"-"
"15";"P5";"6058";"822";"517";"732";"264";"2,95";"3,08";"-"
"16";"P5";"6598";"540";"423";"1118";"297";"3,1";"2,95";"-"
"17";"P5";"7044";"446";"282";"1105";"260";"2,9";"3,13";"-"
"18";"P5";"7350";"305";"329";"988";"280";"3,1";"3,24";"-"
"19";"P5";"7702";"352";"470";"1370";"261";"3,08";"3,14";"-"
"20";"P5";"8195";"493";"117";"462";"344";"3,21";"0";"-"
"21";"P5";"8336";"141";"564";"389";"349";"3,05";"3,4";"-"
"22";"P5";"9134";"798";"117";"859";"422";"2,92";"0";"-"
"23";"P5";"9275";"141";"540";"1048";"340";"2,92";"0";"-"
"24";"P5";"9839";"564";"305";"1376";"320";"2,98";"3,16";"-"
"25";"P5";"10191";"352";"634";"346";"401";"2,98";"3,29";"-"
"26";"P5";"10848";"657";"235";"673";"416";"3,05";"3,1";"-"
"27";"P5";"11224";"376";"258";"940";"473";"3";"0";"-"
"28";"P5";"11506";"282";"493";"959";"411";"3";"3,14";"-"
"29";"P5";"12022";"517";"634";"1308";"411";"2,9";"3,05";"-"
"30";"P5";"12750";"728";"117";"455";"451";"2,71";"0";"-"
"31";"P5";"12891";"141";"493";"311";"464";"2,82";"2,87";"-"
"32";"P5";"13408";"517";"282";"673";"469";"2,86";"2,95";"-"
"33";"P5";"13854";"446";"305";"992";"519";"2,65";"0";"-"
"34";"P5";"14183";"329";"493";"1270";"458";"2,76";"2,86";"-"
"35";"P5";"14723";"540";"517";"379";"548";"2,71";"3,02";"-"
"36";"P5";"15615";"892";"329";"839";"665";"2,86";"0";"-"
"37";"P5";"15967";"352";"352";"1107";"566";"3,03";"0";"-"
"38";"P5";"16343";"376";"352";"1350";"582";"2,97";"0";"-"
"39";"P5";"16719";"376";"117";"705";"601";"2,98";"0";"-"
